TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_DATE,POSTED_TS,TRANSACTION_TYPE,TRANSACTION_CHANNEL,DEBIT_CREDIT_INDICATOR,AMOUNT,SIGNED_AMOUNT,DESCRIPTION,MERCHANT_NAME,BRANCH_ID,REFERENCE_NUMBER,TRANSACTION_STATUS,CREATED_TS
145,135,2022-12-31,2023-01-01 22:42:20,WITHDRAWAL,BRANCH,DEBIT,1215.19,-1215.19,Synthetic withdrawal transaction,,4.0,TXN00000000000145,POSTED,2022-12-31 00:00:00
146,99,2021-12-06,2021-12-07 12:06:20,DEPOSIT,ACH,CREDIT,6076.7,6076.7,Synthetic deposit transaction,,,TXN00000000000146,POSTED,2021-12-06 00:00:00
147,43,2016-05-13,2016-05-14 22:50:41,DEPOSIT,MOBILE,CREDIT,623.2,623.2,Synthetic deposit transaction,,,TXN00000000000147,POSTED,2016-05-13 00:00:00
148,97,2026-04-18,2026-04-18 23:00:53,DEPOSIT,MOBILE,CREDIT,1074.48,1074.48,Synthetic deposit transaction,,,TXN00000000000148,POSTED,2026-04-18 00:00:00
149,31,2026-04-10,2026-04-12 12:08:27,DEPOSIT,MOBILE,CREDIT,449.27,449.27,Synthetic deposit transaction,,,TXN00000000000149,POSTED,2026-04-10 00:00:00
150,24,2020-05-18,2020-05-20 13:28:52,DEPOSIT,MOBILE,CREDIT,9907.23,9907.23,Synthetic deposit transaction,,,TXN00000000000150,POSTED,2020-05-18 00:00:00
151,117,2026-07-07,2026-07-08 00:51:24,DEBIT_CARD,CARD,DEBIT,53.97,-53.97,Synthetic debit card transaction,Home Supply Center,,TXN00000000000151,POSTED,2026-07-07 00:00:00
152,91,2024-08-14,2024-08-14 10:13:37,WITHDRAWAL,BRANCH,DEBIT,133.53,-133.53,Synthetic withdrawal transaction,,4.0,TXN00000000000152,POSTED,2024-08-14 00:00:00
153,105,2017-05-29,2017-05-31 04:11:41,ATM,ATM,DEBIT,285.09,-285.09,Synthetic atm transaction,,,TXN00000000000153,POSTED,2017-05-29 00:00:00
154,87,2009-11-26,2009-11-26 09:48:14,DEPOSIT,MOBILE,CREDIT,7908.31,7908.31,Synthetic deposit transaction,,,TXN00000000000154,POSTED,2009-11-26 00:00:00
155,128,2005-12-31,2005-12-31 12:38:41,DEBIT_CARD,CARD,DEBIT,416.19,-416.19,Synthetic debit card transaction,Metro Fuel,,TXN00000000000155,POSTED,2005-12-31 00:00:00
156,33,2022-12-13,,DEBIT_CARD,CARD,DEBIT,125.3,-125.3,Synthetic debit card transaction,River Cafe,,TXN00000000000156,PENDING,2022-12-13 00:00:00
157,116,2012-09-19,2012-09-20 01:08:36,ACH,ACH,CREDIT,3754.4,3754.4,Synthetic ach transaction,,,TXN00000000000157,POSTED,2012-09-19 00:00:00
158,34,2021-10-27,2021-10-29 01:05:48,DEBIT_CARD,CARD,DEBIT,263.51,-263.51,Synthetic debit card transaction,Home Supply Center,,TXN00000000000158,POSTED,2021-10-27 00:00:00
159,137,2019-05-12,2019-05-14 00:48:23,DEPOSIT,ACH,CREDIT,322.76,322.76,Synthetic deposit transaction,,,TXN00000000000159,POSTED,2019-05-12 00:00:00
160,15,2018-02-10,2018-02-12 06:52:30,ATM,ATM,DEBIT,420.55,-420.55,Synthetic atm transaction,,,TXN00000000000160,POSTED,2018-02-10 00:00:00
161,139,2016-02-15,2016-02-16 13:12:15,DEBIT_CARD,CARD,DEBIT,334.86,-334.86,Synthetic debit card transaction,Online Marketplace,,TXN00000000000161,POSTED,2016-02-15 00:00:00
162,74,2026-03-06,2026-03-08 06:09:08,FEE,INTERNAL,DEBIT,43.63,-43.63,Synthetic fee transaction,,,TXN00000000000162,POSTED,2026-03-06 00:00:00
163,65,2020-08-07,2020-08-08 19:56:14,CHECK,BRANCH,DEBIT,3025.33,-3025.33,Synthetic check transaction,,21.0,TXN00000000000163,POSTED,2020-08-07 00:00:00
164,51,2018-11-07,2018-11-08 07:12:10,DEBIT_CARD,CARD,DEBIT,331.58,-331.58,Synthetic debit card transaction,North Star Grocery,,TXN00000000000164,POSTED,2018-11-07 00:00:00
165,72,2026-04-12,2026-04-12 11:11:32,ATM,ATM,DEBIT,431.62,-431.62,Synthetic atm transaction,,,TXN00000000000165,POSTED,2026-04-12 00:00:00
166,83,2019-01-07,2019-01-08 13:54:33,ACH,ACH,CREDIT,3164.24,3164.24,Synthetic ach transaction,,,TXN00000000000166,POSTED,2019-01-07 00:00:00
167,18,2020-08-05,2020-08-05 21:22:38,ACH,ACH,CREDIT,3988.42,3988.42,Synthetic ach transaction,,,TXN00000000000167,POSTED,2020-08-05 00:00:00
168,56,2025-11-20,2025-11-21 21:13:45,DEBIT_CARD,CARD,DEBIT,202.21,-202.21,Synthetic debit card transaction,Home Supply Center,,TXN00000000000168,POSTED,2025-11-20 00:00:00
169,63,2026-04-09,2026-04-11 18:21:41,ACH,ACH,CREDIT,3252.92,3252.92,Synthetic ach transaction,,,TXN00000000000169,POSTED,2026-04-09 00:00:00
170,133,2024-12-29,2024-12-30 13:25:14,DEPOSIT,BRANCH,CREDIT,10781.41,10781.41,Synthetic deposit transaction,,7.0,TXN00000000000170,POSTED,2024-12-29 00:00:00
171,22,2009-09-26,2009-09-26 07:34:03,ACH,ACH,DEBIT,5193.08,-5193.08,Synthetic ach transaction,,,TXN00000000000171,POSTED,2009-09-26 00:00:00
172,53,2018-04-16,2018-04-16 02:45:31,DEPOSIT,ACH,CREDIT,304.56,304.56,Synthetic deposit transaction,,,TXN00000000000172,POSTED,2018-04-16 00:00:00
173,23,2023-06-17,2023-06-18 07:31:54,ACH,ACH,CREDIT,2343.49,2343.49,Synthetic ach transaction,,,TXN00000000000173,POSTED,2023-06-17 00:00:00
174,81,2025-04-30,2025-05-02 13:46:03,DEBIT_CARD,CARD,DEBIT,340.91,-340.91,Synthetic debit card transaction,Online Marketplace,,TXN00000000000174,POSTED,2025-04-30 00:00:00
175,19,2015-03-15,2015-03-17 19:28:46,WITHDRAWAL,ATM,DEBIT,1524.28,-1524.28,Synthetic withdrawal transaction,,,TXN00000000000175,POSTED,2015-03-15 00:00:00
176,113,2017-03-09,2017-03-11 13:51:22,DEBIT_CARD,CARD,DEBIT,63.96,-63.96,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000176,POSTED,2017-03-09 00:00:00
177,140,2025-01-04,2025-01-06 15:41:54,WITHDRAWAL,ATM,DEBIT,2394.33,-2394.33,Synthetic withdrawal transaction,,,TXN00000000000177,POSTED,2025-01-04 00:00:00
178,143,2013-05-24,2013-05-25 01:02:18,ACH,ACH,DEBIT,4496.07,-4496.07,Synthetic ach transaction,,,TXN00000000000178,POSTED,2013-05-24 00:00:00
179,55,2022-02-28,2022-02-28 08:20:47,WITHDRAWAL,BRANCH,DEBIT,1549.87,-1549.87,Synthetic withdrawal transaction,,16.0,TXN00000000000179,POSTED,2022-02-28 00:00:00
180,47,2025-11-30,2025-12-01 18:16:39,DEPOSIT,MOBILE,CREDIT,3023.24,3023.24,Synthetic deposit transaction,,,TXN00000000000180,POSTED,2025-11-30 00:00:00
181,125,2021-06-19,2021-06-19 23:54:33,DEBIT_CARD,CARD,DEBIT,405.35,-405.35,Synthetic debit card transaction,River Cafe,,TXN00000000000181,POSTED,2021-06-19 00:00:00
182,79,2025-01-11,2025-01-11 16:07:51,CHECK,MOBILE,DEBIT,39.23,-39.23,Synthetic check transaction,,,TXN00000000000182,POSTED,2025-01-11 00:00:00
183,112,2014-02-06,2014-02-07 11:27:36,DEPOSIT,MOBILE,CREDIT,5355.39,5355.39,Synthetic deposit transaction,,,TXN00000000000183,POSTED,2014-02-06 00:00:00
184,142,2009-11-21,2009-11-21 05:34:04,ACH,ACH,DEBIT,1597.83,-1597.83,Synthetic ach transaction,,,TXN00000000000184,POSTED,2009-11-21 00:00:00
185,20,2012-09-29,2012-09-30 15:34:27,DEPOSIT,ACH,CREDIT,10877.52,10877.52,Synthetic deposit transaction,,,TXN00000000000185,POSTED,2012-09-29 00:00:00
186,139,2021-01-20,2021-01-22 14:25:00,FEE,INTERNAL,DEBIT,40.66,-40.66,Synthetic fee transaction,,,TXN00000000000186,POSTED,2021-01-20 00:00:00
187,75,2016-06-14,2016-06-16 07:08:17,DEBIT_CARD,CARD,DEBIT,299.22,-299.22,Synthetic debit card transaction,Online Marketplace,,TXN00000000000187,POSTED,2016-06-14 00:00:00
188,132,2017-03-20,2017-03-21 11:30:32,DEBIT_CARD,CARD,DEBIT,422.81,-422.81,Synthetic debit card transaction,North Star Grocery,,TXN00000000000188,POSTED,2017-03-20 00:00:00
189,60,2014-03-31,2014-04-02 16:11:33,ATM,ATM,DEBIT,245.09,-245.09,Synthetic atm transaction,,,TXN00000000000189,POSTED,2014-03-31 00:00:00
190,12,2020-10-08,2020-10-09 15:38:18,WITHDRAWAL,ATM,DEBIT,2090.48,-2090.48,Synthetic withdrawal transaction,,,TXN00000000000190,POSTED,2020-10-08 00:00:00
191,146,2018-04-10,,DEBIT_CARD,CARD,DEBIT,233.95,-233.95,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000191,PENDING,2018-04-10 00:00:00
192,58,2025-05-22,2025-05-22 16:44:50,DEBIT_CARD,CARD,DEBIT,227.32,-227.32,Synthetic debit card transaction,Metro Fuel,,TXN00000000000192,POSTED,2025-05-22 00:00:00
193,20,2023-11-14,2023-11-14 08:36:59,CHECK,BRANCH,DEBIT,1461.65,-1461.65,Synthetic check transaction,,7.0,TXN00000000000193,POSTED,2023-11-14 00:00:00
194,59,2021-04-04,2021-04-05 23:07:55,DEPOSIT,ACH,CREDIT,5758.67,5758.67,Synthetic deposit transaction,,,TXN00000000000194,POSTED,2021-04-04 00:00:00
195,106,2009-05-17,2009-05-17 12:06:45,ATM,ATM,DEBIT,536.66,-536.66,Synthetic atm transaction,,,TXN00000000000195,POSTED,2009-05-17 00:00:00
196,67,2010-12-05,2010-12-06 10:19:38,DEBIT_CARD,CARD,DEBIT,426.42,-426.42,Synthetic debit card transaction,Metro Fuel,,TXN00000000000196,POSTED,2010-12-05 00:00:00
197,124,2018-12-13,2018-12-15 19:09:49,ATM,ATM,CREDIT,117.28,117.28,Synthetic atm transaction,,,TXN00000000000197,POSTED,2018-12-13 00:00:00
198,117,2026-06-20,2026-06-22 01:50:02,ATM,ATM,CREDIT,323.17,323.17,Synthetic atm transaction,,,TXN00000000000198,POSTED,2026-06-20 00:00:00
199,108,2016-06-18,2016-06-20 06:47:12,CHECK,MOBILE,DEBIT,3513.46,-3513.46,Synthetic check transaction,,,TXN00000000000199,POSTED,2016-06-18 00:00:00
200,31,2024-01-03,2024-01-05 02:48:02,DEBIT_CARD,CARD,DEBIT,236.35,-236.35,Synthetic debit card transaction,River Cafe,,TXN00000000000200,POSTED,2024-01-03 00:00:00
201,136,2017-02-06,2017-02-08 07:46:05,ATM,ATM,CREDIT,266.78,266.78,Synthetic atm transaction,,,TXN00000000000201,POSTED,2017-02-06 00:00:00
202,60,2014-09-19,2014-09-19 08:34:48,DEBIT_CARD,CARD,DEBIT,319.99,-319.99,Synthetic debit card transaction,North Star Grocery,,TXN00000000000202,POSTED,2014-09-19 00:00:00
203,134,2017-11-07,2017-11-07 18:28:08,DEBIT_CARD,CARD,DEBIT,50.64,-50.64,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000203,POSTED,2017-11-07 00:00:00
204,67,2026-01-24,2026-01-25 16:36:01,DEBIT_CARD,CARD,DEBIT,340.47,-340.47,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000204,POSTED,2026-01-24 00:00:00
205,124,2019-01-16,2019-01-18 14:15:32,DEBIT_CARD,CARD,DEBIT,349.06,-349.06,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000205,POSTED,2019-01-16 00:00:00
206,31,2024-10-09,2024-10-11 01:50:54,DEBIT_CARD,CARD,DEBIT,354.38,-354.38,Synthetic debit card transaction,Online Marketplace,,TXN00000000000206,POSTED,2024-10-09 00:00:00
207,14,2015-04-25,2015-04-25 19:09:27,DEBIT_CARD,CARD,DEBIT,416.86,-416.86,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000207,POSTED,2015-04-25 00:00:00
208,57,2022-05-27,2022-05-29 20:51:53,ACH,ACH,DEBIT,4276.84,-4276.84,Synthetic ach transaction,,,TXN00000000000208,POSTED,2022-05-27 00:00:00
209,45,2021-09-07,2021-09-09 02:51:34,DEBIT_CARD,CARD,DEBIT,90.05,-90.05,Synthetic debit card transaction,Online Marketplace,,TXN00000000000209,POSTED,2021-09-07 00:00:00
210,60,2016-08-21,2016-08-21 20:05:35,FEE,INTERNAL,DEBIT,44.03,-44.03,Synthetic fee transaction,,,TXN00000000000210,POSTED,2016-08-21 00:00:00
211,103,2024-02-05,2024-02-05 06:33:56,FEE,INTERNAL,DEBIT,34.48,-34.48,Synthetic fee transaction,,,TXN00000000000211,POSTED,2024-02-05 00:00:00
212,141,2026-02-14,2026-02-16 19:41:58,INTEREST,INTERNAL,CREDIT,151.59,151.59,Synthetic interest transaction,,,TXN00000000000212,POSTED,2026-02-14 00:00:00
213,104,2024-09-21,2024-09-21 08:31:13,ACH,ACH,DEBIT,3031.44,-3031.44,Synthetic ach transaction,,,TXN00000000000213,POSTED,2024-09-21 00:00:00
214,132,2026-05-16,2026-05-18 21:59:42,ATM,ATM,CREDIT,466.58,466.58,Synthetic atm transaction,,,TXN00000000000214,POSTED,2026-05-16 00:00:00
215,118,2025-03-12,2025-03-12 16:02:51,DEPOSIT,BRANCH,CREDIT,829.3,829.3,Synthetic deposit transaction,,13.0,TXN00000000000215,POSTED,2025-03-12 00:00:00
216,59,2019-01-15,2019-01-17 06:31:30,DEBIT_CARD,CARD,DEBIT,113.97,-113.97,Synthetic debit card transaction,North Star Grocery,,TXN00000000000216,POSTED,2019-01-15 00:00:00
217,88,2016-05-01,2016-05-03 20:58:01,DEBIT_CARD,CARD,DEBIT,100.7,-100.7,Synthetic debit card transaction,Online Marketplace,,TXN00000000000217,POSTED,2016-05-01 00:00:00
218,49,2024-07-13,2024-07-15 12:54:00,DEPOSIT,MOBILE,CREDIT,2765.91,2765.91,Synthetic deposit transaction,,,TXN00000000000218,POSTED,2024-07-13 00:00:00
219,92,2021-03-01,2021-03-02 15:25:44,DEPOSIT,ACH,CREDIT,7373.65,7373.65,Synthetic deposit transaction,,,TXN00000000000219,POSTED,2021-03-01 00:00:00
220,11,2024-03-22,2024-03-22 16:10:20,DEBIT_CARD,CARD,DEBIT,222.39,-222.39,Synthetic debit card transaction,Online Marketplace,,TXN00000000000220,POSTED,2024-03-22 00:00:00
221,148,2024-06-12,2024-06-12 12:43:42,ACH,ACH,CREDIT,2377.46,2377.46,Synthetic ach transaction,,,TXN00000000000221,POSTED,2024-06-12 00:00:00
222,118,2017-07-24,2017-07-25 18:18:27,FEE,INTERNAL,DEBIT,5.47,-5.47,Synthetic fee transaction,,,TXN00000000000222,POSTED,2017-07-24 00:00:00
223,26,2021-06-15,2021-06-16 00:59:00,DEBIT_CARD,CARD,DEBIT,109.0,-109.0,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000223,POSTED,2021-06-15 00:00:00
224,94,2018-08-16,2018-08-16 13:05:56,DEBIT_CARD,CARD,DEBIT,166.19,-166.19,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000224,POSTED,2018-08-16 00:00:00
225,147,2024-08-02,2024-08-04 14:21:16,WITHDRAWAL,ATM,DEBIT,2014.14,-2014.14,Synthetic withdrawal transaction,,,TXN00000000000225,POSTED,2024-08-02 00:00:00
226,98,2015-12-27,,ACH,ACH,DEBIT,3010.1,-3010.1,Synthetic ach transaction,,,TXN00000000000226,REJECTED,2015-12-27 00:00:00
227,133,2021-10-06,2021-10-06 04:22:18,INTEREST,INTERNAL,CREDIT,99.61,99.61,Synthetic interest transaction,,,TXN00000000000227,POSTED,2021-10-06 00:00:00
228,56,2017-09-22,2017-09-24 19:51:17,DEBIT_CARD,CARD,DEBIT,119.12,-119.12,Synthetic debit card transaction,River Cafe,,TXN00000000000228,POSTED,2017-09-22 00:00:00
229,66,2019-07-12,2019-07-12 23:40:20,ACH,ACH,DEBIT,5876.75,-5876.75,Synthetic ach transaction,,,TXN00000000000229,POSTED,2019-07-12 00:00:00
230,131,2026-01-11,2026-01-13 15:13:28,DEPOSIT,MOBILE,CREDIT,5575.75,5575.75,Synthetic deposit transaction,,,TXN00000000000230,POSTED,2026-01-11 00:00:00
231,43,2022-04-02,2022-04-02 21:12:57,DEBIT_CARD,CARD,DEBIT,156.6,-156.6,Synthetic debit card transaction,River Cafe,,TXN00000000000231,POSTED,2022-04-02 00:00:00
232,69,2025-12-09,2025-12-09 01:40:55,CHECK,MOBILE,DEBIT,1667.68,-1667.68,Synthetic check transaction,,,TXN00000000000232,POSTED,2025-12-09 00:00:00
233,33,2026-06-13,2026-06-15 15:59:03,ATM,ATM,CREDIT,79.75,79.75,Synthetic atm transaction,,,TXN00000000000233,POSTED,2026-06-13 00:00:00
234,122,2025-03-11,2025-03-12 04:23:15,ACH,ACH,CREDIT,528.76,528.76,Synthetic ach transaction,,,TXN00000000000234,POSTED,2025-03-11 00:00:00
235,80,2024-08-12,2024-08-14 14:39:00,ATM,ATM,CREDIT,36.57,36.57,Synthetic atm transaction,,,TXN00000000000235,POSTED,2024-08-12 00:00:00
236,84,2025-04-15,2025-04-16 22:18:04,DEBIT_CARD,CARD,DEBIT,267.1,-267.1,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000236,POSTED,2025-04-15 00:00:00
237,145,2021-02-27,2021-02-28 06:00:56,DEBIT_CARD,CARD,DEBIT,362.7,-362.7,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000237,POSTED,2021-02-27 00:00:00
238,67,2010-05-20,2010-05-21 11:49:16,DEBIT_CARD,CARD,DEBIT,212.73,-212.73,Synthetic debit card transaction,North Star Grocery,,TXN00000000000238,POSTED,2010-05-20 00:00:00
239,123,2013-09-27,2013-09-28 07:49:44,ACH,ACH,CREDIT,1151.71,1151.71,Synthetic ach transaction,,,TXN00000000000239,POSTED,2013-09-27 00:00:00
240,102,2013-12-08,2013-12-10 07:40:19,ACH,ACH,CREDIT,2547.88,2547.88,Synthetic ach transaction,,,TXN00000000000240,POSTED,2013-12-08 00:00:00
241,70,2013-03-19,2013-03-20 22:22:37,CHECK,MOBILE,DEBIT,745.98,-745.98,Synthetic check transaction,,,TXN00000000000241,POSTED,2013-03-19 00:00:00
242,117,2026-07-14,2026-07-16 22:48:11,DEBIT_CARD,CARD,DEBIT,71.01,-71.01,Synthetic debit card transaction,Online Marketplace,,TXN00000000000242,POSTED,2026-07-14 00:00:00
243,27,2016-08-05,2016-08-06 06:36:04,ATM,ATM,CREDIT,28.54,28.54,Synthetic atm transaction,,,TXN00000000000243,POSTED,2016-08-05 00:00:00
244,80,2026-03-05,2026-03-07 21:17:47,DEPOSIT,ACH,CREDIT,3976.38,3976.38,Synthetic deposit transaction,,,TXN00000000000244,POSTED,2026-03-05 00:00:00
245,38,2008-09-05,2008-09-06 03:47:08,ATM,ATM,CREDIT,539.51,539.51,Synthetic atm transaction,,,TXN00000000000245,POSTED,2008-09-05 00:00:00
246,4,2025-08-28,2025-08-29 09:33:25,WITHDRAWAL,BRANCH,DEBIT,1849.3,-1849.3,Synthetic withdrawal transaction,,23.0,TXN00000000000246,POSTED,2025-08-28 00:00:00
247,25,2025-07-24,2025-07-26 05:01:42,FEE,INTERNAL,DEBIT,42.45,-42.45,Synthetic fee transaction,,,TXN00000000000247,POSTED,2025-07-24 00:00:00
248,11,2025-09-25,2025-09-25 15:51:31,DEBIT_CARD,CARD,DEBIT,91.83,-91.83,Synthetic debit card transaction,North Star Grocery,,TXN00000000000248,POSTED,2025-09-25 00:00:00
249,29,2011-01-11,2011-01-11 17:42:04,CHECK,BRANCH,DEBIT,2347.09,-2347.09,Synthetic check transaction,,14.0,TXN00000000000249,POSTED,2011-01-11 00:00:00
250,3,2009-06-20,2009-06-22 01:56:56,CHECK,BRANCH,DEBIT,1009.91,-1009.91,Synthetic check transaction,,4.0,TXN00000000000250,POSTED,2009-06-20 00:00:00
251,87,2024-07-10,2024-07-10 09:09:44,CHECK,MOBILE,DEBIT,2811.29,-2811.29,Synthetic check transaction,,,TXN00000000000251,POSTED,2024-07-10 00:00:00
252,125,2019-04-07,2019-04-07 09:48:39,DEBIT_CARD,CARD,DEBIT,12.54,-12.54,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000252,POSTED,2019-04-07 00:00:00
253,65,2018-10-07,2018-10-07 23:34:10,DEBIT_CARD,CARD,DEBIT,87.83,-87.83,Synthetic debit card transaction,Metro Fuel,,TXN00000000000253,POSTED,2018-10-07 00:00:00
254,120,2016-08-06,2016-08-07 15:26:18,DEPOSIT,ACH,CREDIT,5403.62,5403.62,Synthetic deposit transaction,,,TXN00000000000254,POSTED,2016-08-06 00:00:00
255,94,2021-08-26,2021-08-28 04:30:06,ACH,ACH,CREDIT,4661.7,4661.7,Synthetic ach transaction,,,TXN00000000000255,POSTED,2021-08-26 00:00:00
256,17,2025-05-28,2025-05-28 20:37:00,WITHDRAWAL,ATM,DEBIT,1919.02,-1919.02,Synthetic withdrawal transaction,,,TXN00000000000256,POSTED,2025-05-28 00:00:00
257,83,2014-10-28,2014-10-28 13:00:29,CHECK,BRANCH,DEBIT,194.23,-194.23,Synthetic check transaction,,7.0,TXN00000000000257,POSTED,2014-10-28 00:00:00
258,9,2021-06-03,2021-06-05 03:04:05,ACH,ACH,DEBIT,3956.08,-3956.08,Synthetic ach transaction,,,TXN00000000000258,POSTED,2021-06-03 00:00:00
259,66,2016-03-21,2016-03-22 22:31:28,DEBIT_CARD,CARD,DEBIT,418.0,-418.0,Synthetic debit card transaction,North Star Grocery,,TXN00000000000259,POSTED,2016-03-21 00:00:00
260,16,2025-08-22,2025-08-24 05:28:12,DEBIT_CARD,CARD,DEBIT,371.17,-371.17,Synthetic debit card transaction,River Cafe,,TXN00000000000260,POSTED,2025-08-22 00:00:00
261,19,2013-12-29,2013-12-30 14:18:58,ACH,ACH,DEBIT,3201.67,-3201.67,Synthetic ach transaction,,,TXN00000000000261,POSTED,2013-12-29 00:00:00
262,64,2018-08-18,2018-08-20 01:06:54,CHECK,MOBILE,DEBIT,3069.81,-3069.81,Synthetic check transaction,,,TXN00000000000262,POSTED,2018-08-18 00:00:00
263,118,2024-06-09,2024-06-10 14:52:38,DEPOSIT,ACH,CREDIT,6066.22,6066.22,Synthetic deposit transaction,,,TXN00000000000263,POSTED,2024-06-09 00:00:00
264,114,2022-12-21,2022-12-21 17:31:43,WITHDRAWAL,ATM,DEBIT,2068.86,-2068.86,Synthetic withdrawal transaction,,,TXN00000000000264,POSTED,2022-12-21 00:00:00
265,145,2023-08-22,2023-08-22 20:42:55,ATM,ATM,CREDIT,20.11,20.11,Synthetic atm transaction,,,TXN00000000000265,POSTED,2023-08-22 00:00:00
266,5,2019-06-11,2019-06-13 11:51:06,ACH,ACH,CREDIT,5137.93,5137.93,Synthetic ach transaction,,,TXN00000000000266,POSTED,2019-06-11 00:00:00
267,71,2024-07-21,2024-07-23 16:46:49,DEBIT_CARD,CARD,DEBIT,161.98,-161.98,Synthetic debit card transaction,Metro Fuel,,TXN00000000000267,POSTED,2024-07-21 00:00:00
268,150,2024-11-25,2024-11-27 09:44:15,ATM,ATM,CREDIT,445.87,445.87,Synthetic atm transaction,,,TXN00000000000268,POSTED,2024-11-25 00:00:00
269,124,2018-12-23,2018-12-24 00:20:58,DEBIT_CARD,CARD,DEBIT,38.08,-38.08,Synthetic debit card transaction,North Star Grocery,,TXN00000000000269,POSTED,2018-12-23 00:00:00
270,90,2024-02-16,2024-02-16 22:11:37,DEBIT_CARD,CARD,DEBIT,286.35,-286.35,Synthetic debit card transaction,Home Supply Center,,TXN00000000000270,POSTED,2024-02-16 00:00:00
271,135,2020-12-12,2020-12-13 04:36:31,DEBIT_CARD,CARD,DEBIT,71.48,-71.48,Synthetic debit card transaction,Home Supply Center,,TXN00000000000271,POSTED,2020-12-12 00:00:00
272,115,2026-06-13,2026-06-14 00:28:44,CHECK,BRANCH,DEBIT,3149.75,-3149.75,Synthetic check transaction,,2.0,TXN00000000000272,POSTED,2026-06-13 00:00:00
273,22,2018-04-04,2018-04-06 02:49:02,CHECK,MOBILE,DEBIT,1606.14,-1606.14,Synthetic check transaction,,,TXN00000000000273,POSTED,2018-04-04 00:00:00
274,34,2021-05-04,2021-05-04 17:38:41,DEBIT_CARD,CARD,DEBIT,253.84,-253.84,Synthetic debit card transaction,Home Supply Center,,TXN00000000000274,POSTED,2021-05-04 00:00:00
275,19,2013-02-24,2013-02-24 23:21:19,DEPOSIT,BRANCH,CREDIT,5094.02,5094.02,Synthetic deposit transaction,,14.0,TXN00000000000275,POSTED,2013-02-24 00:00:00
276,89,2026-05-30,2026-06-01 19:17:56,FEE,INTERNAL,DEBIT,29.93,-29.93,Synthetic fee transaction,,,TXN00000000000276,POSTED,2026-05-30 00:00:00
277,60,2017-04-25,2017-04-25 10:45:12,FEE,INTERNAL,DEBIT,14.72,-14.72,Synthetic fee transaction,,,TXN00000000000277,POSTED,2017-04-25 00:00:00
278,74,2022-05-15,2022-05-15 15:25:41,DEBIT_CARD,CARD,DEBIT,13.17,-13.17,Synthetic debit card transaction,Metro Fuel,,TXN00000000000278,POSTED,2022-05-15 00:00:00
279,53,2018-06-26,2018-06-27 18:27:11,DEBIT_CARD,CARD,DEBIT,313.7,-313.7,Synthetic debit card transaction,Home Supply Center,,TXN00000000000279,POSTED,2018-06-26 00:00:00
280,135,2020-12-22,2020-12-22 00:36:24,ATM,ATM,DEBIT,50.79,-50.79,Synthetic atm transaction,,,TXN00000000000280,POSTED,2020-12-22 00:00:00
281,18,2017-12-24,2017-12-24 16:49:59,FEE,INTERNAL,DEBIT,39.7,-39.7,Synthetic fee transaction,,,TXN00000000000281,POSTED,2017-12-24 00:00:00
282,98,2022-12-29,2022-12-30 09:20:58,WITHDRAWAL,BRANCH,DEBIT,482.32,-482.32,Synthetic withdrawal transaction,,24.0,TXN00000000000282,POSTED,2022-12-29 00:00:00
283,144,2024-11-02,2024-11-02 11:25:57,INTEREST,INTERNAL,CREDIT,83.4,83.4,Synthetic interest transaction,,,TXN00000000000283,POSTED,2024-11-02 00:00:00
284,5,2015-08-11,2015-08-13 15:58:59,FEE,INTERNAL,DEBIT,37.48,-37.48,Synthetic fee transaction,,,TXN00000000000284,POSTED,2015-08-11 00:00:00
285,100,2019-12-19,2019-12-19 09:59:42,WITHDRAWAL,BRANCH,DEBIT,867.63,-867.63,Synthetic withdrawal transaction,,23.0,TXN00000000000285,POSTED,2019-12-19 00:00:00
286,23,2025-03-10,2025-03-10 23:58:40,DEBIT_CARD,CARD,DEBIT,193.63,-193.63,Synthetic debit card transaction,River Cafe,,TXN00000000000286,POSTED,2025-03-10 00:00:00
287,115,2025-11-08,2025-11-10 08:04:23,ACH,ACH,DEBIT,2594.63,-2594.63,Synthetic ach transaction,,,TXN00000000000287,POSTED,2025-11-08 00:00:00
288,38,2022-02-20,2022-02-20 10:35:47,WITHDRAWAL,BRANCH,DEBIT,476.66,-476.66,Synthetic withdrawal transaction,,5.0,TXN00000000000288,POSTED,2022-02-20 00:00:00
289,8,2025-05-30,2025-05-30 19:56:14,DEBIT_CARD,CARD,DEBIT,336.29,-336.29,Synthetic debit card transaction,Home Supply Center,,TXN00000000000289,POSTED,2025-05-30 00:00:00
290,39,2025-04-21,2025-04-22 19:25:32,WIRE,ONLINE,DEBIT,15337.31,-15337.31,Synthetic wire transaction,,,TXN00000000000290,POSTED,2025-04-21 00:00:00
